2637590098		75720060
2524249026		189061132
2633434141		79876017
2500250000		213060158
2645699644		67610514
2653853076		59457082
2631452724		81857434
2500099992		213210166
2637765237		75544921
2684673840		28636318
2638474537		74835621
2500349992		212960166
2639665204		73644954
2501249974		212060184
2637183600		76126558
2500049994		213260164
2637931196		75378962
2697710292		15599866
2637937440		75372718
2559117260		154192898
2640448200		72861958
2644479970		68830188
2636837404		76472754
2499999996		213310162
2634322530		78987628
2525372442		187937716
2634822122		78488036
2500400000		212910158
2637029304		76280854
2548389888		164920270
2630372997		82937161
2600949000		112361158
2638656917		74653241
2502600315		210709843
2643120832		70189326
2590008975		123301183
2639188530		74121628
2514402240		198907918
2630308138		83002020
2500400012		212910146
2636696090		76614068
2621900580		91409578
2632924008		80386150
2500049998		213260160
2638418734		74891424
2530821300		182488858
2632166613		81143545
2499949998		213360160
2645662383		67647775
2708991636		4318522
2638638775		74671383
2500250006		213060152
2637342026		75968132
2580284032		133026126
2634438954		78871204
2600948988		112361170
2639878780		73431378
2501249974		212060184
2633281533		80028625
2500200003		213110155
2634600368		78709790
2501700189		211609969
2637809200		75500958
2500049998		213260160
2637179481		76130677
2644317900		68992258
2636586224		76723934
2502250464		211059694
2640554868		72755290
2673146612		40163546
2635821494		77488664
2488991050		224319108
2637478364		75831794
2592298021		121012137
2639144732		74165426
2500800015		212510143
2634956940		78353218
2670216900		43093258
2643411528		69898630
2499950000		213360158
2634200800		79109358
2502900552		210409606
2637198270		76111888
2500300000		213010158
2634714190		78595968
2579319080		133991078
2634997995		78312163
2500000000		213310158
2634933952		78376206
2499751604		213558554
2640004752		73305406
2530894839		182415319
2636654388		76655770
2831569650		-118259492
2637109284		76200874
2499999996		213310162
2638486032		74824126
2660397649		52912509
2637661520		75648638
2545807927		167502231
